timestamp,close_ibit,close_btc,ibit_call,ibit_put,strike,above,above_weight,below,below_weight,volatility
2024-12-05 12:00:00,57.74,101376.25,3.15,3.15,57.5,101843.0,6,91013.5,6,0.03
2024-12-05 13:00:00,57.04,100229.5,3.0,3.0,57.0,101843.0,6,91013.5,6,0.03
2024-12-05 14:00:00,56.41,99100.5,2.75,2.75,56.5,101843.0,6,91013.5,6,0.03
2024-12-05 15:00:00,56.38,99159.75,3.6,3.6,56.5,101843.0,6,91013.5,6,0.03
2024-12-06 10:00:00,56.66,99423.0,3.2,3.2,56.5,101843.0,6,91013.5,6,0.03
2024-12-06 11:00:00,56.5,99140.0,3.1,3.1,56.5,101843.0,6,91013.5,6,0.03
2024-12-06 12:00:00,57.55,100951.5,3.4,3.4,57.5,101843.0,6,91013.5,6,0.03
2024-12-06 13:00:00,57.86,101501.0,3.35,3.35,58.0,101843.0,6,91013.5,6,0.03
2024-12-06 14:00:00,57.94,101619.5,3.35,3.35,58.0,101843.0,6,91013.5,6,0.03
2024-12-06 15:00:00,57.85,101538.5,3.3,3.3,58.0,101843.0,6,91013.5,6,0.03
2024-12-09 10:00:00,55.64,97751.75,2.75,2.75,55.5,98253.25,9,91013.5,6,0.03
2024-12-09 11:00:00,55.65,97838.75,2.65,2.65,55.5,98253.25,9,91013.5,6,0.03
2024-12-09 12:00:00,55.39,97364.75,2.7,2.7,55.5,98253.25,9,91013.5,6,0.03
2024-12-09 13:00:00,55.65,97792.5,2.7,2.7,55.5,98253.25,9,91013.5,6,0.03
2024-12-09 14:00:00,55.2,96994.75,2.7,2.7,55.0,98253.25,9,91013.5,6,0.03
2024-12-09 15:00:00,54.72,96238.75,2.65,2.65,54.5,98253.25,9,91013.5,6,0.03
2024-12-10 10:00:00,54.46,95692.0,2.4,2.4,54.5,98253.25,9,91013.5,6,0.03
2024-12-10 11:00:00,54.77,96307.5,3.1,3.1,55.0,98253.25,9,91013.5,6,0.03
2024-12-10 12:00:00,53.78,94523.75,2.75,2.75,54.0,98253.25,9,91013.5,6,0.03
2024-12-10 13:00:00,54.14,95128.75,2.6,2.6,54.0,98253.25,9,91013.5,6,0.03
2024-12-10 14:00:00,54.56,95915.0,2.65,2.65,54.5,98253.25,9,91013.5,6,0.03
2024-12-10 15:00:00,54.9,96530.5,2.95,2.95,55.0,98253.25,9,91013.5,6,0.03
2024-12-11 10:00:00,57.23,100479.5,2.7,2.7,57.0,101843.0,6,91013.5,6,0.03
2024-12-11 11:00:00,57.35,100673.0,2.9,2.9,57.5,101843.0,6,91013.5,6,0.03
2024-12-11 12:00:00,56.9,99873.75,2.6,2.6,57.0,101843.0,6,91013.5,6,0.03
2024-12-11 13:00:00,57.23,100472.25,2.6,2.6,57.0,101843.0,6,91013.5,6,0.03
2024-12-11 14:00:00,57.66,101242.5,2.6,2.6,57.5,101843.0,6,91013.5,6,0.03
2024-12-11 15:00:00,57.73,101322.0,2.6,2.6,57.5,101843.0,6,91013.5,6,0.03
2024-12-12 10:00:00,58.01,101843.0,2.65,2.65,58.0,101843.0,6,91013.5,6,0.03
2024-12-12 11:00:00,57.79,101530.75,2.6,2.6,58.0,101843.0,6,91013.5,6,0.03
2024-12-12 12:00:00,57.88,101651.5,2.65,2.65,58.0,101843.0,6,91013.5,6,0.03
2024-12-12 13:00:00,57.41,100892.5,2.5,2.5,57.5,101843.0,6,91013.5,6,0.03
2024-12-12 14:00:00,56.6,99494.25,2.45,2.45,56.5,101843.0,6,91013.5,6,0.03
2024-12-12 15:00:00,56.92,100029.25,2.5,2.5,57.0,101843.0,6,91013.5,6,0.03
2024-12-13 10:00:00,56.85,99917.5,2.0,2.0,57.0,101843.0,6,91013.5,6,0.03
2024-12-13 11:00:00,57.53,101009.25,2.1,2.1,57.5,101843.0,6,91013.5,6,0.03
2024-12-13 12:00:00,58.01,101773.0,2.25,2.25,58.0,101843.0,6,91013.5,6,0.03
2024-12-13 13:00:00,57.85,101552.0,2.3,2.3,58.0,101843.0,6,91013.5,6,0.03
2024-12-13 14:00:00,57.83,101500.5,2.3,2.3,58.0,101843.0,6,91013.5,6,0.03
2024-12-13 15:00:00,57.91,101736.75,2.3,2.3,58.0,101843.0,6,91013.5,6,0.03
